,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk
12082,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Kencyes,1201.0,2.0,3.0,80.0,2.0
12083,Super built-up  Area,18-Jul,Electronic City,3 BHK,Prarkun,1615.0,3.0,2.0,97.0,3.0
12085,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991.0,4.0,2.0,100.0,3.0
12086,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1377.0,2.0,2.0,80.0,2.0
12090,Super built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,663.0,1.0,0.0,32.82,1.0
12092,Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,Toreeic,3554.0,4.0,1.0,340.0,3.0
12093,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1260.0,2.0,1.0,45.5,2.0
12096,Super built-up  Area,Ready To Move,Seegehalli,2 BHK,Sriferi,1176.0,2.0,2.0,50.0,2.0
12097,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1801.0,3.0,2.0,115.0,3.0
12099,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,46.0,2.0
12101,Super built-up  Area,18-Mar,Uttarahalli,3 BHK,JPismPr,1308.0,2.0,3.0,53.0,3.0
12102,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,AdlasRe,4250.0,4.0,2.0,610.0,4.0
12103,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1806.0,6.0,2.0,116.0,3.0
12105,Super built-up  Area,Ready To Move,Hoodi,3 BHK,EsaceLe,2144.0,3.0,2.0,140.0,3.0
12106,Built-up  Area,Ready To Move,Hoskote,2 BHK,Corus C,1065.0,2.0,3.0,33.75,2.0
12107,Super built-up  Area,17-Oct,Balagere,2 BHK,Soresea,1205.0,2.0,1.0,67.0,2.0
12108,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1160.0,2.0,2.0,40.58,2.0
12110,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,47.0,2.0
12114,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3633.0,5.0,1.0,335.0,4.0
12115,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843.0,3.0,2.0,90.0,3.0
12117,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,SaodsGr,1885.0,3.0,2.0,85.52,3.0
12122,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SMuilan,1451.0,2.0,2.0,46.4,3.0
12124,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,950.0,2.0,1.0,55.0,2.0
12125,Built-up  Area,Ready To Move,Bellandur,2 BHK,Srure S,960.0,2.0,2.0,48.0,2.0
12127,Plot  Area,18-May,Kaggalipura,3 Bedroom,AxvamTa,2200.0,4.0,1.0,150.0,3.0
12128,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Dimes E,1607.0,2.0,2.0,112.0,3.0
12129,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900.0,2.0,1.0,46.29,2.0
12132,Super built-up  Area,Ready To Move,Hosa Road,4 BHK,Pamesy ,1708.0,3.0,0.0,64.05,4.0
12134,Super built-up  Area,Ready To Move,Bellandur,3 BHK,Krala D,1690.0,2.0,2.0,116.0,3.0
12137,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0,2.0
12139,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1165.0,2.0,1.0,33.64,2.0
12141,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,47.0,2.0
12142,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1630.0,3.0,2.0,110.0,3.0
12143,Super built-up  Area,19-Apr,Whitefield,2 BHK,ARipsul,1063.0,2.0,1.0,42.52,2.0
12146,Super built-up  Area,19-Sep,Kanakpura Road,2 BHK,Soazak ,1299.0,2.0,1.0,89.63,2.0
12147,Super built-up  Area,18-May,Panathur,2 BHK,Diarknt,1343.0,2.0,1.0,76.0,2.0
12150,Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2236.0,4.0,2.0,153.0,4.0
12154,Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1205.0,2.0,1.0,79.0,2.0
12160,Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,AsastDe,1157.0,2.0,1.0,69.0,3.0
12162,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1000.0,2.0,2.0,40.0,2.0
12163,Built-up  Area,18-Apr,Yelahanka,1 BHK,Prensya,602.0,1.0,1.0,33.0,1.0
12165,Super built-up  Area,21-Jul,Hoodi,2 BHK,GoAirej,1108.0,2.0,0.0,66.46,2.0
12168,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,40.54,2.0
12169,Super built-up  Area,18-May,Kanakpura Road,1 BHK,Maionus,850.0,1.0,1.0,37.32,1.0
12172,Super built-up  Area,Ready To Move,Kudlu,1 BHK,GKityel,720.0,1.0,1.0,33.0,1.0
12173,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1573.0,3.0,2.0,115.0,3.0
12174,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1026.0,2.0,1.0,60.8,2.0
12176,Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1400.0,2.0,2.0,40.44,3.0
12178,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1150.0,2.0,1.0,48.5,2.0
12180,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Seardac,2400.0,3.0,2.0,380.0,3.0
12182,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790.0,3.0,2.0,105.0,3.0
12183,Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,1125.0,2.0,2.0,75.0,2.0
12185,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Spsic C,1100.0,2.0,1.0,50.0,2.0
12188,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Juaxyan,1110.0,2.0,2.0,46.5,2.0
12189,Super built-up  Area,Ready To Move,Dasanapura,1 BHK,Tavenew,708.0,1.0,1.0,41.0,1.0
12192,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122.0,6.0,2.0,250.0,4.0
12193,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mailsaf,1205.0,2.0,2.0,37.0,2.0
12194,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,NDncysi,1450.0,2.0,2.0,73.0,3.0
12197,Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1200.0,2.0,2.0,42.0,2.0
12199,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Mykyayi,1837.0,2.0,2.0,95.0,3.0
12200,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1346.0,2.0,1.0,76.01,2.0
12201,Built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1012.0,2.0,1.0,68.0,2.0
12204,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SraruSr,1500.0,2.0,2.0,60.0,3.0
12205,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197.0,2.0,1.0,79.9,2.0
12206,Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1230.0,2.0,2.0,31.37,3.0
12210,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3729.0,4.0,2.0,384.0,4.0
12211,Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Krs A C,1600.0,3.0,1.0,120.0,3.0
12212,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715.0,3.0,3.0,120.0,3.0
12214,Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1151.0,2.0,2.0,42.5,2.0
12218,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315.0,2.0,3.0,77.0,2.0
12221,Super built-up  Area,18-Apr,Varthur,3 BHK,Muistry,1600.0,3.0,2.0,63.2,3.0
12222,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1660.0,3.0,2.0,104.0,3.0
12223,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Peace P,1299.0,2.0,3.0,58.0,2.0
12224,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Ozensve,953.0,2.0,1.0,90.0,2.0
12225,Super built-up  Area,Ready To Move,Gunjur,2 BHK,Paestol,1457.0,2.0,3.0,60.0,2.0
12228,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prdomt ,1075.0,2.0,1.0,33.53,3.0
12229,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,51.0,3.0
12230,Super built-up  Area,Ready To Move,Iblur Village,5 BHK,Emine P,5515.0,6.0,2.0,425.0,5.0
12231,Super built-up  Area,Ready To Move,Bellandur,1 BHK,Trows M,950.0,1.0,1.0,40.0,1.0
12236,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1430.0,3.0,1.0,61.0,3.0
12242,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1615.0,3.0,2.0,150.0,3.0
12243,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,MancyRe,1180.0,2.0,2.0,85.0,2.0
12245,Built-up  Area,Ready To Move,Bellandur,2 BHK,Srure S,850.0,2.0,1.0,45.0,2.0
12249,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891.0,3.0,1.0,110.0,3.0
12250,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Soncy R,1735.0,3.0,3.0,78.0,3.0
12251,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,33.0,3.0
12254,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590.0,3.0,2.0,57.0,3.0
12258,Built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1010.0,2.0,1.0,58.0,2.0
12259,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Briumri,1221.0,2.0,2.0,68.0,2.0
12261,Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1108.0,2.0,1.0,87.48,2.0
12263,Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1370.0,2.0,1.0,70.0,2.0
12265,Super built-up  Area,18-May,Bhoganhalli,2 BHK,Rosha I,1277.0,2.0,1.0,79.89,2.0
12268,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Peora P,2400.0,3.0,3.0,140.0,4.0
12272,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570.0,3.0,2.0,68.0,3.0
12277,Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274.0,2.0,1.0,90.0,2.0
12278,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1317.0,2.0,2.0,52.0,2.0
12279,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1195.0,2.0,1.0,75.0,2.0
12281,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Saineiv,940.0,2.0,2.0,35.0,2.0
12282,Built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820.0,3.0,2.0,95.5,3.0
12284,Built-up  Area,Ready To Move,Whitefield,3 BHK,Sudama ,1615.0,3.0,0.0,96.9,3.0
12286,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,985.0,2.0,1.0,62.5,2.0
12288,Super built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656.0,2.0,1.0,25.0,2.0
12289,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1105.0,2.0,1.0,39.5,2.0
12290,Super built-up  Area,Ready To Move,Whitefield,2 BHK,S mesci,1220.0,2.0,1.0,55.0,2.0
12291,Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr ,1400.0,3.0,2.0,74.0,3.0
12294,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Apmes H,1000.0,2.0,1.0,35.0,2.0
12296,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330.0,2.0,1.0,57.0,3.0
12297,Super built-up  Area,18-May,Old Madras Road,2 BHK,SheldGr,1165.0,2.0,1.0,52.0,2.0
12298,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.0,2.0
12299,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Puentpa,1270.0,2.0,2.0,45.0,2.0
12305,Super built-up  Area,19-Jul,Bellandur,2 BHK,Thesseg,1454.0,2.0,1.0,90.0,2.0
12306,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Soe 2Sa,1116.0,2.0,3.0,48.76,2.0
12308,Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,74.03,2.0
12311,Super built-up  Area,19-Dec,JP Nagar,2 BHK,Shestut,1405.0,2.0,1.0,99.0,2.0
12313,Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,Theanmp,2153.0,4.0,3.0,120.0,3.0
12316,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125.0,2.0,1.0,47.0,2.0
12319,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prianhi,940.0,2.0,1.0,32.9,2.0
12320,Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063.0,2.0,1.0,32.79,2.0
12321,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1382.0,2.0,2.0,84.5,2.0
12323,Super built-up  Area,Ready To Move,KR Puram,3 BHK,RaiewLa,1400.0,2.0,3.0,60.0,3.0
12324,Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,Ahciace,475.0,1.0,1.0,26.0,1.0
12327,Super built-up  Area,Ready To Move,Kudlu,2 BHK,GKityel,1162.0,2.0,1.0,52.0,2.0
12328,Super built-up  Area,18-Dec,Hosa Road,2 BHK,Mahesr ,1161.0,2.0,1.0,48.75,2.0
12329,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1623.29,2.0,2.0,105.0,3.0
12330,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Keorai ,1260.0,2.0,1.0,70.0,2.0
12331,Plot  Area,Ready To Move,Billekahalli,4 Bedroom,Raony C,1672.0,3.0,2.0,190.0,4.0
12332,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Akone R,3000.0,4.0,2.0,240.0,3.0
12338,Plot  Area,Ready To Move,Electronic City,3 Bedroom,EmrchAn,1200.0,3.0,2.0,150.0,3.0
12340,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Salesni,1400.0,2.0,3.0,56.0,3.0
12341,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257.0,3.0,2.0,155.0,3.0
12342,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.5,2.0
12343,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ceiti I,1197.0,2.0,1.0,56.86,2.0
12346,Super built-up  Area,21-Jul,Hoodi,3 BHK,GoAirej,1837.0,3.0,1.0,110.0,3.0
12348,Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830.0,3.0,3.0,91.86,3.0
12349,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1715.0,3.0,3.0,115.0,3.0
12350,Super built-up  Area,Ready To Move,Electronic City,2 BHK,MancyEl,970.0,2.0,1.0,35.0,2.0
12355,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Nauha G,3040.0,4.0,2.0,135.0,4.0
12356,Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168.0,2.0,1.0,66.0,2.0
12357,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160.0,2.0,2.0,36.54,2.0
12362,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Apise P,935.0,2.0,2.0,39.0,2.0
12365,Built-up  Area,Ready To Move,Domlur,3 BHK,Prandm ,1650.0,3.0,1.0,180.0,3.0
12368,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950.0,2.0,1.0,60.0,2.0
12372,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sencys ,1165.0,1.0,0.0,42.09,2.0
12374,Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Rahidhi,1510.0,3.0,2.0,78.0,3.0
12375,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,G conTh,1305.0,2.0,2.0,90.0,2.0
12378,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1231.0,2.0,1.0,84.5,2.0
12380,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2500.0,3.0,3.0,138.0,3.0
12381,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1140.0,2.0,3.0,55.0,2.0
12382,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,30.0,1.0
12388,Plot  Area,19-Dec,Bannerghatta Road,4 Bedroom,Putere ,4723.0,4.0,3.0,500.0,4.0
12390,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3508.0,4.0,1.0,386.0,4.0
12392,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Ajresre,1354.0,2.0,2.0,70.0,2.0
12396,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1205.0,2.0,2.0,60.0,2.0
12400,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520.0,2.0,3.0,80.0,3.0
12403,Super built-up  Area,18-Apr,Kadugodi,3 BHK,Alestrb,1762.0,3.0,3.0,109.0,3.0
12404,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,58.0,2.0
12405,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,LedorSa,2650.0,4.0,1.0,223.0,4.0
12407,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950.0,2.0,2.0,56.0,2.0
12408,Super built-up  Area,Ready To Move,Jakkur,3 BHK,Leero C,3295.0,3.0,3.0,310.0,3.0
12410,Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Vincy R,1100.0,2.0,2.0,30.0,2.0
12415,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1355.0,2.0,2.0,51.5,3.0
12418,Super built-up  Area,19-Sep,Padmanabhanagar,3 BHK,SollyCl,2051.0,3.0,2.0,170.0,3.0
12421,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1270.0,2.0,1.0,73.0,3.0
12422,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119.0,4.0,2.0,111.0,4.0
12423,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1600.0,3.0,3.0,170.0,3.0
12424,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,ACiteda,1320.0,2.0,2.0,50.0,3.0
12427,Super built-up  Area,Ready To Move,Whitefield,2 BHK,DNlleks,1200.0,2.0,3.0,70.0,2.0
12429,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,995.0,2.0,1.0,48.0,2.0
12431,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,46.0,2.0
12432,Super built-up  Area,18-Dec,Sonnenahalli,1 BHK,Skacak ,605.0,1.0,1.0,30.24,1.0
12433,Built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,567.0,1.0,1.0,25.0,1.0
12437,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715.0,3.0,2.0,105.0,3.0
12440,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1846.0,3.0,2.0,120.0,3.0
12442,Super built-up  Area,Ready To Move,Whitefield,2 BHK,AHodsWo,1015.0,2.0,3.0,56.0,2.0
12444,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1100.0,2.0,1.0,36.0,2.0
12445,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1965.0,4.0,2.0,125.0,3.0
12447,Super built-up  Area,18-Apr,Haralur Road,2 BHK,SNnia E,1230.0,2.0,1.0,67.65,2.0
12450,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1894.0,4.0,1.0,114.0,3.0
12452,Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC ,1950.0,3.0,2.0,131.0,3.0
12454,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1236.0,2.0,1.0,58.0,2.0
12458,Super built-up  Area,Ready To Move,Begur,3 BHK,Arera V,1443.0,2.0,2.0,70.0,3.0
12461,Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1305.0,3.0,1.0,33.28,3.0
12468,Super built-up  Area,18-Jun,Kudlu Gate,2 BHK,Sanzaat,1183.0,2.0,1.0,79.54,2.0
12472,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1342.0,2.0,1.0,90.0,2.0
12476,Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790.0,4.0,3.0,198.0,4.0
12479,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1857.0,4.0,3.0,155.0,3.0
12481,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763.0,3.0,2.0,240.0,2.0
12489,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1160.0,2.0,2.0,64.08,2.0
12491,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,NVanat ,1750.0,3.0,1.0,185.0,4.0
12493,Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2240.0,4.0,2.0,160.0,4.0
12494,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shaceop,891.0,2.0,1.0,26.0,2.0
12496,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852.0,3.0,2.0,125.0,3.0
12497,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Siissi ,1323.0,2.0,1.0,42.0,3.0
12498,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404.0,2.0,1.0,67.5,2.0
12501,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,1129.0,2.0,1.0,50.0,2.0
12505,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175.0,2.0,2.0,86.68,2.0
12509,Super built-up  Area,19-Jan,Hosa Road,3 BHK,Sosisic,1893.0,3.0,2.0,130.0,3.0
12510,Super built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1430.0,3.0,2.0,52.0,3.0
12512,Super built-up  Area,17-Mar,CV Raman Nagar,2 BHK,Pu270a ,1392.0,2.0,1.0,110.0,2.0
12513,Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,GolusLi,1938.0,3.0,3.0,105.0,3.0
12518,Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1432.0,2.0,1.0,85.0,2.0
12522,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843.0,3.0,2.0,96.2,3.0
12524,Super built-up  Area,18-Dec,Hulimavu,3 BHK,NiarkHy,1916.0,2.0,1.0,150.0,3.0
12527,Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Brica E,2640.0,2.0,1.0,170.0,2.0
12528,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Maoseer,1160.0,2.0,3.0,53.0,2.0
12529,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1200.0,2.0,1.0,80.0,2.0
12531,Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1500.0,3.0,3.0,100.0,3.0
12532,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,MJtroty,1336.0,2.0,3.0,50.35,3.0
12533,Built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1065.0,2.0,1.0,46.0,2.0
12534,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294.0,2.0,1.0,115.0,2.0
12535,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,3.0,2.0,68.5,3.0
12536,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,75.0,2.0
12538,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1430.0,2.0,1.0,102.0,3.0
12539,Super built-up  Area,18-Dec,Frazer Town,4 BHK,Emsisy ,4100.0,4.0,3.0,660.0,4.0
12540,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660.0,3.0,2.0,125.0,3.0
12541,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430.0,2.0,3.0,56.0,3.0
12542,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSreerk,1470.0,2.0,1.0,75.0,3.0
12543,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Vaniai ,1045.0,2.0,1.0,76.77,2.0
12546,Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1382.0,3.0,1.0,65.0,3.0
12548,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSndsod,1660.0,2.0,2.0,116.0,3.0
12550,Built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1010.0,2.0,1.0,45.0,3.0
12552,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Adxira ,1200.0,2.0,2.0,71.0,2.0
12554,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1636.0,3.0,2.0,88.0,3.0
12555,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2367.0,3.0,2.0,320.0,3.0
12556,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.55,2.0
12557,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2087.01,4.0,2.0,160.0,3.0
12559,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,1844.0,3.0,1.0,89.0,3.0
12561,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1215.0,2.0,1.0,43.75,2.0
12565,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,26.0,1.0
12566,Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955.0,2.0,1.0,37.97,2.0
12568,Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,884.0,2.0,1.0,48.0,2.0
12571,Plot  Area,Ready To Move,Dodda Nekkundi,3 Bedroom,FetatHa,2400.0,4.0,2.0,300.0,3.0
12572,Super built-up  Area,Ready To Move,Harlur,4 BHK,Shodsir,2990.0,4.0,1.0,225.0,4.0
12573,Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1195.0,2.0,1.0,52.0,2.0
12576,Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984.0,2.0,1.0,45.75,2.0
